Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
CENTAURO,Monstruosidade,Grande,neutro e bom,45,6d10 + 12,12,15.0,18.0,4.0,14.0,2.0,14.0,2.0,9.0,-1.0,13.0,1.0,11.0,0.0,"Perícias Atletismo +6, Percepção +3, Sobrevivência +3 Sentidos Percepção passiva 13 Idiomas Élfico, Silvestre",2,450.0," Ataques Múltiplos. O centauro realiza dois ataques: um com sua lança montada e outro com seus cascos ou dois com o arco longo.  Lança Montada. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, um alvo. Acerto: 9 (1d10 + 4) de dano perfurante.   Cascos. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano de concussão.   Arco Longo. Ataque à Distância com Arma: +4 para atingir, distância 45/180 m, um alvo. Acerto: 6 (1d8 + 2) de dano perfurante.",11.0
CHUUL,Aberração,Grande,caótico e mau,93,11d10 + 33,16,9.0,19.0,4.0,10.0,0.0,16.0,3.0,5.0,-3.0,11.0,0.0,5.0,-3.0,"Perícias Percepção +4 Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 18 m, Percepção passiva 14 Idiomas compreendem Dialeto Subterrâneo, mas não podem falar",4,1100.0," Ataques Múltiplos. O chuul realiza dois ataques de pinça. Se o chuul estiver agarrando uma criatura, ele também pode usar seus tentáculos uma vez.  Pinças. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, um alvo. Acerto: 11 (2d6 + 4) de dano de concussão.",11.0
CICLOPE,Gigante,Enorme,caótico e neutro,138,12d12 + 60,14,9.0,22.0,6.0,11.0,0.0,20.0,5.0,8.0,-1.0,6.0,-2.0,10.0,0.0,Sentidos Percepção passiva 8 Idiomas Gigante,6,2300.0," Ataques Múltiplos. O ciclope realiza dois ataques com clava grande.  Clava Grande. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 3 m, um alvo. Acerto: 19 (3d8 + 6) de dano de concussão.  Rocha. Ataque à Distância com Arma: +9 para atingir, distância 9/36 m, um alvo. Acerto: 28 (4d10 + 6) de dano de concussão.",28.0
COCATRIZ,Monstruosidade,Pequena,imparcial,27,6d6 + 6,11,6.0,6.0,-2.0,12.0,1.0,12.0,1.0,2.0,-4.0,13.0,1.0,5.0,-3.0,"Sentidos visão no escuro 18 m, Percepção passiva 11 Idiomas ",1/2,100.0,"Bicada. Ataque Corpo-a-Corpo com Arma: +3 para atingir, alcance 1,5 m, uma criatura. Acerto: 3 (1d4 + 1) de dano perfurante e o alvo deve ser bem sucedido num teste de resistência de Constituição CD 11 para não ser magicamente petrificado. Se falhar na resistência, a criatura começa a virar pedra e fica impedida. Ela deve repetir o teste de resistência no final do próximo turno dela. Se obtiver sucesso, o efeito acaba. Se fracassar, a criatura fica petrificada por 24 horas.",3.0
COUATL,Celestial,Médio,leal e bom,97,13d8 + 39,19,9.0,16.0,3.0,20.0,5.0,17.0,3.0,18.0,4.0,20.0,5.0,18.0,4.0,"Testes de Resistência Con +5, Sab +7, Car +6 Resistência a Dano radiante Imunidade a Dano psíquico; concussão, cortante e perfurante de armas não-mágicas Sentidos visão verdadeira 36 m, Percepção passiva 15 Idiomas todos, telepatia 36 m",4,1100.0,"Mordida. Ataque Corpo-a-Corpo com Arma: +8 para atingir, alcance 1,5 m, uma criatura. Acerto: 8 (1d6 + 5) de dano perfurante e o alvo deve ser bem sucedido num teste de resistência de Constituição CD 13 ou ficará envenenado por 24 horas. Até esse veneno acabar, o alvo ficará inconsciente. Outra criatura pode usar uma ação para sacudir o alvo até acordá-lo. Constrição. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 3 m, uma criatura Média ou menor. Acerto: 10 (2d6 + 3) de dano de concussão e o alvo fica agarrado (CD 15 para escapar). Até esse agarrão terminar, o alvo fica impedido e o couatl não pode constringir outro alvo. Mudança de Forma. O couatl magicamente se metamorfoseia em um humanoide ou besta que tenha um nível de desafio igual ou inferior ao seu ou pode voltar para sua forma verdadeira. Ele reverte a sua forma verdadeira quando morre. Qualquer equipamento vestido ou carregado é absorvido ou vestido pela nova forma (à escolha do couatl). Na nova forma, o couatl mantem suas estatísticas de jogo e a capacidade de falar, mas sua CA, tipos de movimento, Força, Destreza e outras ações são substituídos pelos da nova forma e ele ganha quaisquer estatísticas e capacidades (exceto características de classe, ações lendárias e ações de covil) que a nova forma tenha e ele não. Se a nova forma tiver um ataque de mordida, o couatl pode usar sua mordida nessa forma.",10.0
DEMILICH,Morto-vivo,Miúdo,neutro e mau,80,20d4,20,0.0,1.0,-5.0,20.0,5.0,10.0,0.0,20.0,5.0,17.0,3.0,20.0,5.0," O demilich pode realizar 3 ações lendárias, escolhidas dentre as opções abaixo. Apenas uma ação lendária pode ser usada por vez e apenas no final do turno de outra criatura. O demilich recupera as ações lendárias gastas no começo do turno dele.  Drenar Energia (Custa 2 Ações). Cada criatura a até 9 metros do demilich deve realizar um teste de resistência de Constituição CD 15. Se falhar na resistência, o máximo de pontos de vida da criatura é magicamente reduzido em 10 (3d6). Se o máximo de pontos de vida de uma criatura for reduzido a 0 por esse efeito, a criatura morre. O máximo de pontos de vida de uma criatura pode ser restaurado pela magia restauração maior ou uma magia similar. Maldição Vil (Custa 3 ações). O demilich afeta uma criatura que ele possa ver, a até 9 metros dele. O alvo deve ser bem sucedido num teste de resistência de Sabedoria CD 15 ou será magicamente amaldiçoado. Até a maldição terminar, o alvo tem desvantagem nas jogadas de ataque e testes de resistência. O alvo pode repetir o teste de resistência no final de cada um dos seus turnos, terminando a maldição se obtiver sucesso. Nuvem de Poeira. O demilich magicamente espalha seus restos poeirentos. Cada criatura a até 3 metros do demilich, incluindo os dentro de corredores, devem ser bem sucedida em um teste de resistência de Constituição CD 15 ou ficará cega até o final do próximo turno do demilich. Uma criatura que seja bem sucedida no teste de resistência fica imune a esse efeito até o final do próximo turno do demilich. Voo. O demilich voa até metade do seu deslocamento de voo.  Testes de Resistência Con +6, Int +11, Sab +9, Car +11 Resistência a Dano concussão, cortante e perfurante de armas mágicas Imunidade a Dano necrótico, psíquico, veneno; concussão, cortante e perfurante de armas não-mágicas Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, envenenado, exausto, paralisado, petrificado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas ",18,20000.0,"  Drenar Vida. O demilich afeta até três criatura que ele possa ver, a até 3 metros dele. Cada alvo deve ser bem sucedido num teste de resistência de Constituição CD 19 ou sofrerá 21 (6d6) de dano necrótico e o demilich recupera uma quantidade de pontos de vida equivalente ao total de dano causado a todos os alvos.",21.0
BALOR,Corruptor,Enorme,caótico e mau,262,21d12 + 126,19,12.0,26.0,8.0,15.0,2.0,22.0,6.0,20.0,5.0,16.0,3.0,22.0,6.0,"Testes de Resistência For +14, Con +12, Sab +9, Car +12 Resistência a Dano elétrico, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano fogo, veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas Abissal, telepatia 36 m",19,22000.0,"Ataques Múltiplos. O balor realiza dois ataques: um com sua espada longa e um com seu chicote. Espada Longa. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 3 m, um alvo. Acerto: 21 (3d8 + 8) de dano cortante mais 13 (3d8) de dano elétrico. Se o balor atingir um acerto crítico, ele joga os dados de dano três vezes, ao invés de duas. Chicote. Ataque Corpo-a-Corpo com Arma: +14 para atingir, alcance 6 m, um alvo. Acerto: 15 (2d6 + 8) de dano cortante mais 10 (3d6) de dano de fogo e o alvo deve ser bem sucedido num teste de resistência de Força CD 20 ou será puxado para 4,5 metros em direção do balor. Teletransporte. O balor teletransporta-se magicamente, junto com todo o equipamento que esteja vestindo ou carregando, para até 36 metros de distância, num espaço desocupado, que ele possa ver.",34.0
BARLGURA,Corruptor,Grande,caótico e mau,68,8d10 + 24,15,9.0,18.0,4.0,15.0,2.0,16.0,3.0,7.0,-2.0,14.0,2.0,9.0,-1.0,"Testes de Resistência Des +5, Con +6 Perícias Furtividade +5, Percepção +5 Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos percepção às cegas 9 m, visão no escuro 36 m,         Percepção passiva 15 Idiomas Abissal, telepatia 36 m",5,1800.0,"Ataques Múltiplos. O barlgura realiza três ataques: um com sua mordida e dois com seus punhos. Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano perfurante. Punho. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 9 (1d10 + 4) de dano de concussão.",11.0
CHASME,Corruptor,Grande,caótico e mau,84,13d10 + 13,15,6.0,15.0,2.0,15.0,2.0,12.0,1.0,11.0,0.0,14.0,2.0,10.0,0.0,"Testes de Resistência Des +5, Sab +5 Perícias Percepção +5 Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos percepção às cegas 3 m, visão no escuro 36 m,         Percepção passiva 15 Idiomas Abissal, telepatia 36 m Nível de Desafio 6 (2.300 XP) Escalada Aracnídea. O chasme pode escalar superfícies difíceis, incluindo andar de cabeça para baixo em tetos, sem precisar realizar um teste de habilidade.  Resistência à Magia. O chasme possui vantagem nos testes de resistência contra magias e outros efeitos mágicos.  Zumbido. O chasme produz um zumbido terrível ao qual demônios são imunes. Qualquer outra criatura que começar seu turno a até 9 metros do chasme, deve ser bem sucedida em um teste de resistência de Constituição CD 12 ou cairá inconsciente por 10 minutos. Uma criatura que não puder ouvir o zumbido é automaticamente bem sucedida na resistência. O efeito na criatura acaba se ela sofrer dano ou se outra criatura realizar uma ação para jogar água benta nela. Se o teste de resistência de uma criatura for bem sucedido ou se o efeito terminar nela, ela fica imune ao zumbido pelas próximas 24 horas. AÇÕES Picada. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 16 (4d6 + 2) de dano perfurante mais 24 (7d6) de dano necrótico e o máximo de pontos de vida do alvo é reduzido num valor igual ao dano necrótico sofrido. Se esse efeito reduzir o máximo de pontos de vida de uma criatura a 0, a criatura morre. Essa redução no máximo de pontos de vida de uma criatura dura até a criatura terminar um descanso longo ou até ela ser afetada pela magia restauração maior.                        DRETCH Corruptor Pequeno (demônio), caótico e mau Classe de Armadura 11 (armadura natural) Pontos de Vida 18 (4d6 + 4) Deslocamento 6 m FOR 11 (+0) DES 11 (+0) CON 12 (+1) INT 5 (3) SAB 8 (1) CAR 3 (4) Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas Abissal, telepatia 36 m (funciona apenas com criaturas que compreendam Abissal)",6,2300.0," Picada. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 16 (4d6 + 2) de dano perfurante mais 24 (7d6) de dano necrótico e o máximo de pontos de vida do alvo é reduzido num valor igual ao dano necrótico sofrido.",40.0
DRETCH,Corruptor,Pequeno,caótico e mau,18,4d6 + 4,11,6.0,11.0,0.0,11.0,0.0,12.0,1.0,5.0,-3.0,8.0,-1.0,3.0,-4.0,"Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas Abissal, telepatia 36 m (funciona apenas com criaturas que compreendam Abissal)",1/4,50.0," Ataques Múltiplos. O dretch realiza dois ataques: um com sua mordida e um com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d6) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (2d4) de dano cortante.",5.0
GITH GLABREZU,Corruptor,Grande,caótico e mau,157,15d10 + 75,17,12.0,20.0,5.0,15.0,2.0,21.0,5.0,19.0,9.0,17.0,3.0,16.0,3.0," Ataques Múltiplos. O glabrezu realiza quatro ataques: dois com suas pinças e dois com seus punhos. Alternativamente, ele pode realizar dois ataques com as pinças e conjurar uma magia.  Pinça. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 3 m, um alvo. Acerto: 16 (2d10 + 5) de dano de concussão. Se o alvo for uma criatura Média ou menor, ela ficará agarrada (CD 15 para escapar). O glabrezu tem duas pinças, cada uma delas pode agarrar apenas um alvo.  Punhos. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 16 (2d4 + 2) de dano de concussão. Testes de Resistência For +9, Con +9, Sab +7, Car +7 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas Abissal, telepatia 36 m",9,5000.0," Corruptor Grande (demônio), caótico e mau  Classe de Armadura 17 (armadura natural) Pontos de Vida 157 (15d10 + 75) Deslocamento 12 m  FOR 20 (+5) DES 15 (+2) CON 21 (+5) INT 19 (+9) SAB 17 (+3) CAR 16 (+3)  Ataques Múltiplos. O glabrezu realiza quatro ataques: dois com suas pinças e dois com seus punhos. Alternativamente, ele pode realizar dois ataques com as pinças e conjurar uma magia.  Pinça. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 3 m, um alvo. Acerto: 16 (2d10 + 5) de dano de concussão.",16.0
GORISTRO,Corruptor,Enorme,caótico e mau,310,23d12 + 161,19,12.0,25.0,7.0,11.0,0.0,25.0,7.0,6.0,-2.0,13.0,1.0,14.0,2.0," Testes de Resistência For +13, Des +6, Con +13, Sab +7 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 17 Idiomas Abissal",17,18000.0,"Ataques Múltiplos. O goristro realiza três ataques: dois com seus punhos e um com seu casco. Punho. Ataque Corpo-a-Corpo com Arma: +13 para atingir, alcance 3 m, um alvo. Acerto: 20 (3d8 + 7) de dano de concussão. Casco. Ataque Corpo-a-Corpo com Arma: +13 para atingir, alcance 1,5 m, um alvo. Acerto: 23 (3d10 + 7) de dano de concussão. Se o alvo for uma criatura, ele deve ser bem sucedido num teste de resistência de Força CD 21 ou cairá no chão. Chifres. Ataque Corpo-a-Corpo com Arma: +13 para atingir, alcance 3 m, um alvo. Acerto: 45 (7d10 + 7) de dano perfurante.",23.0
HERZOU,Corruptor,Grande,caótico e mau,136,13d10 + 65,16,9.0,19.0,4.0,17.0,3.0,20.0,5.0,5.0,-3.0,12.0,1.0,13.0,1.0,"Testes de Resistência For +7, Con +8, Sab +4 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 11 Idiomas Abissal, telepatia 36 m Nível de Desafio 8 (3.900 XP) Fedor. Qualquer criatura que comece seu turno a até 3 metros do hezrou deve ser bem sucedida num teste de resistência de Constituição CD 14 ou ficará envenenada até o início do próximo turno dela. Se obtiver sucesso na resistência, a criatura fica imune ao fedor do hezrou por 24 horas.  Resistência à Magia. O goristro possui vantagem nos testes de resistência contra magias e outros efeitos mágicos. AÇÕES Ataques Múltiplos. O hezrou realiza três ataques: um com sua mordida e dois com suas garras. Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante. Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.                                         MANES Corruptor Pequeno (demônio), caótico e mau Classe de Armadura 9 Pontos de Vida 9 (2d6 + 2) Deslocamento 6 m FOR 10 (+0) DES 9 (1) CON 13 (+1) INT 3 (4) SAB 8 (1) CAR 4 (3) Resistência a Dano elétrico, fogo, frio Imunidade a Dano veneno Imunidade a Condição amedrontado, enfeitiçado, envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas compreende Abissal mas não pode falar",8,3900.0," Ataques Múltiplos. O hezrou realiza três ataques: um com sua mordida e dois com suas garras. Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante. Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.",15.0
MANES,Corruptor,Pequeno,caótico e mau,9,2d6 + 2,9,6.0,10.0,0.0,9.0,-1.0,13.0,1.0,3.0,-4.0,8.0,-1.0,4.0,-3.0,"Resistência a Dano elétrico, fogo, frio Imunidade a Dano veneno Imunidade a Condição amedrontado, enfeitiçado, envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas compreende Abissal mas não pode falar",1/8,25.0," Garras. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (2d4) de dano cortante.",5.0
MARILITH,Corruptor,Grande,caótico e mau,189,18d10 + 90,18,12.0,18.0,4.0,20.0,5.0,20.0,5.0,18.0,4.0,16.0,3.0,20.0,5.0,"Testes de Resistência For +9, Con +10, Sab +8, Car +10 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas Abissal, telepatia 36 m",16,15000.0," Corruptor Grande (demônio), caótico e mau Ataques Múltiplos. A marilith realiza sete ataques: seis com suas espadas longas e um com sua cauda.  Espada Longa. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d8 + 4) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 3 m, uma criatura. Acerto: 15 (2d10 + 4) de dano de concussão.",15.0
NALFESHNEE,Corruptor,Grande,caótico e mau,185,16d10 + 96,18,6.0,21.0,5.0,10.0,0.0,22.0,6.0,19.0,4.0,12.0,1.0,15.0,2.0,"Testes de Resistência Con +11, Int +9, Sab +6, Car +7 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 11 Idiomas Abissal, telepatia 36 m",13,10000.0," Corruptor Grande (demônio), caótico e mau Ataques Múltiplos. O nalfeshnee usa seu Nimbo de Pavor se puder. Então ele realiza três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 1,5 m, um alvo. Acerto: 32 (5d10 + 5) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 3 m, um alvo. Acerto: 15 (3d6 + 5) de dano cortante.",32.0
QUASIT,Corruptor,Miúdo,caótico e mau,7,3d4,13,12.0,5.0,-3.0,17.0,3.0,10.0,0.0,7.0,-2.0,10.0,0.0,10.0,0.0," Perícias Furtividade +5 Resistência a Dano frio, fogo, elétrico; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Sentidos visão no escuro 36 m Percepção passiva 10 Idiomas Abissal, Comum",1,200.0,"Assustar (1/dia). Uma criatura, à escolha do quasit, a até 6 metros dele, deve ser bem sucedida num teste de resistência de Sabedoria CD 10 ou ficará amedrontada por 1 minuto. O alvo pode repetir o teste de resistência no final de cada um dos seus turnos, com desvantagem se o quasit estiver em sua linha de visão, terminando o efeito prematuramente se obtiver sucesso. Garras (Mordida em Forma de Besta). Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (1d4 + 3) de dano perfurante. Se o alvo por uma criatura, ela deve ser bem sucedida num teste de resistência de Constituição CD 10 ou sofrerá 5 (2d4) de dano de veneno e ficará envenenado por 1 minuto. A criatura pode repetir o teste de resistência no final de cada um dos seus turnos, terminando o efeito prematuramente se obtiver sucesso. Invisibilidade. O quasit fica invisível até ele atacar, usar Assustar ou sua concentração acabar. Qualquer coisa que o quasit invisível estiver carregando ou vestindo fica invisível contanto que permaneça em contato com ele.",5.0
