Nome,Tipo,Tamanho,Tendência,PV_médio,PV_dados,CA,Deslocamento,Força,mod_força,Destreza,mod_destreza,Constituição,mod_constituição,Inteligência,mod_inteligência,Sabedoria,mod_sabedoria,Carisma,mod_carisma,Infos,Nível_desafio,XP,Ações,Dano_médio
DEMILICH,Morto-vivo,Miúdo,voo 9 m,80,20d4,20,0 m,1,5,20,+5,10,+0,20,+5,17,+3,20,+5," O demilich pode realizar 3 ações lendárias, escolhidas dentre as opções abaixo. Apenas uma ação lendária pode ser usada por vez e apenas no final do turno de outra criatura. O demilich recupera as ações lendárias gastas no começo do turno dele.  Drenar Energia (Custa 2 Ações). Cada criatura a até 9 metros do demilich deve realizar um teste de resistência de Constituição CD 15. Se falhar na resistência, o máximo de pontos de vida da criatura é magicamente reduzido em 10 (3d6). Se o máximo de pontos de vida de uma criatura for reduzido a 0 por esse efeito, a criatura morre. O máximo de pontos de vida de uma criatura pode ser restaurado pela magia restauração maior ou uma magia similar. Maldição Vil (Custa 3 ações). O demilich afeta uma criatura que ele possa ver, a até 9 metros dele. O alvo deve ser bem sucedido num teste de resistência de Sabedoria CD 15 ou será magicamente amaldiçoado. Até a maldição terminar, o alvo tem desvantagem nas jogadas de ataque e testes de resistência. O alvo pode repetir o teste de resistência no final de cada um dos seus turnos, terminando a maldição se obtiver sucesso. Nuvem de Poeira. O demilich magicamente espalha seus restos poeirentos. Cada criatura a até 3 metros do demilich, incluindo os dentro de corredores, devem ser bem sucedida em um teste de resistência de Constituição CD 15 ou ficará cega até o final do próximo turno do demilich. Uma criatura que seja bem sucedida no teste de resistência fica imune a esse efeito até o final do próximo turno do demilich. Voo. O demilich voa até metade do seu deslocamento de voo.  Testes de Resistência Con +6, Int +11, Sab +9, Car +11 Resistência a Dano concussão, cortante e perfurante de armas mágicas Imunidade a Dano necrótico, psíquico, veneno; concussão, cortante e perfurante de armas não-mágicas Imunidade a Condição amedrontado, atordoado, caído, enfeitiçado, envenenado, exausto, paralisado, petrificado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas ",18,20.000,"  Drenar Vida. O demilich afeta até três criatura que ele possa ver, a até 3 metros dele. Cada alvo deve ser bem sucedido num teste de resistência de Constituição CD 19 ou sofrerá 21 (6d6) de dano necrótico e o demilich recupera uma quantidade de pontos de vida equivalente ao total de dano causado a todos os alvos.",21
BALOR,Corruptor,Enorme,caótico e mau  Classe de Armadura 19,262,21d12 + 126,19,12 m,26,+8,15,+2,22,+6,20,+5,16,+3,22,+6,"Testes de Resistência For +14, Con +12, Sab +9, Car +12 Resistência a Dano elétrico, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano fogo, veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas Abissal, telepatia 36 m",19,22.000,,31
BARLGURA,Corruptor,Grande,caótico e mau Classe de Armadura 15,68,8d10 + 24,15,9 m,18,+4,15,+2,16,+3,7,2,14,+2,9,1,"Testes de Resistência Des +5, Con +6 Perícias Furtividade +5, Percepção +5 Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos percepção às cegas 9 m, visão no escuro 36 m,         Percepção passiva 15 Idiomas Abissal, telepatia 36 m",5,1.800,,11
CHASME,Corruptor,Grande,caótico e mau Classe de Armadura 15,84,13d10 + 13,15,6 m,15,+2,15,+2,12,+1,11,+0,14,+2,10,+0,"Testes de Resistência Des +5, Sab +5 Perícias Percepção +5 Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos percepção às cegas 3 m, visão no escuro 36 m,         Percepção passiva 15 Idiomas Abissal, telepatia 36 m Nível de Desafio 6 (2.300 XP) Escalada Aracnídea. O chasme pode escalar superfícies difíceis, incluindo andar de cabeça para baixo em tetos, sem precisar realizar um teste de habilidade.  Resistência à Magia. O chasme possui vantagem nos testes de resistência contra magias e outros efeitos mágicos.  Zumbido. O chasme produz um zumbido terrível ao qual demônios são imunes. Qualquer outra criatura que começar seu turno a até 9 metros do chasme, deve ser bem sucedida em um teste de resistência de Constituição CD 12 ou cairá inconsciente por 10 minutos. Uma criatura que não puder ouvir o zumbido é automaticamente bem sucedida na resistência. O efeito na criatura acaba se ela sofrer dano ou se outra criatura realizar uma ação para jogar água benta nela. Se o teste de resistência de uma criatura for bem sucedido ou se o efeito terminar nela, ela fica imune ao zumbido pelas próximas 24 horas. AÇÕES Picada. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 16 (4d6 + 2) de dano perfurante mais 24 (7d6) de dano necrótico e o máximo de pontos de vida do alvo é reduzido num valor igual ao dano necrótico sofrido. Se esse efeito reduzir o máximo de pontos de vida de uma criatura a 0, a criatura morre. Essa redução no máximo de pontos de vida de uma criatura dura até a criatura terminar um descanso longo ou até ela ser afetada pela magia restauração maior.                        DRETCH Corruptor Pequeno (demônio), caótico e mau Classe de Armadura 11 (armadura natural) Pontos de Vida 18 (4d6 + 4) Deslocamento 6 m FOR 11 (+0) DES 11 (+0) CON 12 (+1) INT 5 (3) SAB 8 (1) CAR 3 (4) Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas Abissal, telepatia 36 m (funciona apenas com criaturas que compreendam Abissal)",6,2.300," Picada. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 16 (4d6 + 2) de dano perfurante mais 24 (7d6) de dano necrótico e o máximo de pontos de vida do alvo é reduzido num valor igual ao dano necrótico sofrido.",40
DRETCH,Corruptor,Pequeno,caótico e mau Classe de Armadura 11,18,4d6 + 4,11,6 m,11,+0,11,+0,12,+1,5,3,8,1,3,4,"Resistência a Dano elétrico, fogo, frio  Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas Abissal, telepatia 36 m (funciona apenas com criaturas que compreendam Abissal)",1/4,50," Ataques Múltiplos. O dretch realiza dois ataques: um com sua mordida e um com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 3 (1d6) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (2d4) de dano cortante.",5
GITH GLABREZU,Corruptor,Grande,caótico e mau  Classe de Armadura 17,157,15d10 + 75,17,12 m,20,+5,15,+2,21,+5,19,+9,17,+3,16,+3," Ataques Múltiplos. O glabrezu realiza quatro ataques: dois com suas pinças e dois com seus punhos. Alternativamente, ele pode realizar dois ataques com as pinças e conjurar uma magia.  Pinça. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 3 m, um alvo. Acerto: 16 (2d10 + 5) de dano de concussão. Se o alvo for uma criatura Média ou menor, ela ficará agarrada (CD 15 para escapar). O glabrezu tem duas pinças, cada uma delas pode agarrar apenas um alvo.  Punhos. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 16 (2d4 + 2) de dano de concussão. Testes de Resistência For +9, Con +9, Sab +7, Car +7 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas Abissal, telepatia 36 m",9,5.000," Corruptor Grande (demônio), caótico e mau  Classe de Armadura 17 (armadura natural) Pontos de Vida 157 (15d10 + 75) Deslocamento 12 m  FOR 20 (+5) DES 15 (+2) CON 21 (+5) INT 19 (+9) SAB 17 (+3) CAR 16 (+3)  Ataques Múltiplos. O glabrezu realiza quatro ataques: dois com suas pinças e dois com seus punhos. Alternativamente, ele pode realizar dois ataques com as pinças e conjurar uma magia.  Pinça. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 3 m, um alvo. Acerto: 16 (2d10 + 5) de dano de concussão.",16
GORISTRO,Corruptor,Enorme,caótico e mau  Classe de Armadura 19,310,23d12 + 161,19,12 m,25,+7,11,+0,25,+7,6,2,13,+1,14,+2," Testes de Resistência For +13, Des +6, Con +13, Sab +7 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 17 Idiomas Abissal",17,18.000,,23
HERZOU,Corruptor,Grande,caótico e mau Classe de Armadura 16,136,13d10 + 65,16,9 m,19,+4,17,+3,20,+5,5,3,12,+1,13,+1,"Testes de Resistência For +7, Con +8, Sab +4 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 11 Idiomas Abissal, telepatia 36 m Nível de Desafio 8 (3.900 XP) Fedor. Qualquer criatura que comece seu turno a até 3 metros do hezrou deve ser bem sucedida num teste de resistência de Constituição CD 14 ou ficará envenenada até o início do próximo turno dela. Se obtiver sucesso na resistência, a criatura fica imune ao fedor do hezrou por 24 horas.  Resistência à Magia. O goristro possui vantagem nos testes de resistência contra magias e outros efeitos mágicos. AÇÕES Ataques Múltiplos. O hezrou realiza três ataques: um com sua mordida e dois com suas garras. Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante. Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.                                         MANES Corruptor Pequeno (demônio), caótico e mau Classe de Armadura 9 Pontos de Vida 9 (2d6 + 2) Deslocamento 6 m FOR 10 (+0) DES 9 (1) CON 13 (+1) INT 3 (4) SAB 8 (1) CAR 4 (3) Resistência a Dano elétrico, fogo, frio Imunidade a Dano veneno Imunidade a Condição amedrontado, enfeitiçado, envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas compreende Abissal mas não pode falar",8,3.900," Ataques Múltiplos. O hezrou realiza três ataques: um com sua mordida e dois com suas garras. Mordida. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 15 (2d10 + 4) de dano perfurante. Garras. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um alvo. Acerto: 11 (2d6 + 4) de dano cortante.",15
MANES,Corruptor,Pequeno,caótico e mau Classe de Armadura 9 Pontos de Vida 9,9,2d6 + 2,9,6 m,10,+0,9,1,13,+1,3,4,8,1,4,3,"Resistência a Dano elétrico, fogo, frio Imunidade a Dano veneno Imunidade a Condição amedrontado, enfeitiçado, envenenado Sentidos visão no escuro 36 m, Percepção passiva 9 Idiomas compreende Abissal mas não pode falar",1/8,25," Garras. Ataque Corpo-a-Corpo com Arma: +2 para atingir, alcance 1,5 m, um alvo. Acerto: 5 (2d4) de dano cortante.",5
MARILITH,Corruptor,Grande,caótico e mau Ataques,189,18d10 + 90,18,12 m,18,+4,20,+5,20,+5,18,+4,16,+3,20,+5,"Testes de Resistência For +9, Con +10, Sab +8, Car +10 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 13 Idiomas Abissal, telepatia 36 m",16,15.000," Corruptor Grande (demônio), caótico e mau Ataques Múltiplos. A marilith realiza sete ataques: seis com suas espadas longas e um com sua cauda.  Espada Longa. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 1,5 m, um alvo. Acerto: 13 (2d8 + 4) de dano cortante.  Cauda. Ataque Corpo-a-Corpo com Arma: +9 para atingir, alcance 3 m, uma criatura. Acerto: 15 (2d10 + 4) de dano de concussão.",15
NALFESHNEE,Corruptor,Grande,caótico e mau Ataques,185,16d10 + 96,18,6 m,21,+5,10,+0,22,+6,19,+4,12,+1,15,+2,"Testes de Resistência Con +11, Int +9, Sab +6, Car +7 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão verdadeira 36 m, Percepção passiva 11 Idiomas Abissal, telepatia 36 m",13,10.000," Corruptor Grande (demônio), caótico e mau Ataques Múltiplos. O nalfeshnee usa seu Nimbo de Pavor se puder. Então ele realiza três ataques: um com sua mordida e dois com suas garras.  Mordida. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 1,5 m, um alvo. Acerto: 32 (5d10 + 5) de dano perfurante.  Garra. Ataque Corpo-a-Corpo com Arma: +10 para atingir, alcance 3 m, um alvo. Acerto: 15 (3d6 + 5) de dano cortante.",32
QUASIT,Corruptor,Miúdo,caótico e mau  Classe de Armadura 13  Pontos de Vida 7,7,3d4,13,12 m,5,3,17,+3,10,+0,7,2,10,+0,10,+0," Perícias Furtividade +5 Resistência a Dano frio, fogo, elétrico; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Sentidos visão no escuro 36 m Percepção passiva 10 Idiomas Abissal, Comum",1,200,,5
DEMÔNIO DAS SOMBRAS,Corruptor,Médio,caótico e mau Classe de Armadura 13 Pontos de Vida 66,66,12d8 + 12,13,9 m,1,5,17,+3,12,+1,14,+2,13,+1,14,+2,"Testes de Resistência Des +5, Car +4 Perícias Furtividade +7 Vulnerabilidade a Dano radiante  Resistência a Dano ácido, fogo, necrótico, trovejante;    concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano elétrico, frio, veneno Imunidade a Condição agarrado, caído, envenenado, exausto, impedido, paralisado, petrificado Sentidos visão no escuro 36 m, Percepção passiva 11 Idiomas Abissal, telepatia 36 m Nível de Desafio 4 (1.100 XP) Movimento Incorpóreo. O demônio pode se mover através de criaturas e objetos como se eles fossem terreno difícil. Ele sofre 5 (1d10) de dano de energia se terminar seu turno dentro de um objeto.  Sensibilidade à Luz. Enquanto estiver sob luz plena, o demônio tem desvantagem nas jogadas de ataque, assim como em testes de Sabedoria (Percepção) relacionados a visão.  Furtividade Sombria. Enquanto estiver na penumbra ou escuridão, o demônio pode realizar a ação de Esconder-se com uma ação bônus. AÇÕES Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 10 (2d6 + 3) de dano psíquico ou, se a sombra tiver vantagem na jogada de ataque, 17 (4d6 + 3) de dano psíquico.     VROCK Corruptor Grande (demônio), caótico e mau Classe de Armadura 15 (armadura natural) Pontos de Vida 104 (11d10 + 44) Deslocamento 12 m, voo 18 m FOR 17 (+3) DES 15 (+2) CON 18 (+4) INT 8 (1) SAB 13 (+1) CAR 8 (1) Testes de Resistência Des +5, Sab +4, Car +2 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 11 Idiomas Abissal, telepatia 36 m",4,1.100," Garras. Ataque Corpo-a-Corpo com Arma: +5 para atingir, alcance 1,5 m, uma criatura. Acerto: 10 (2d6 + 3) de dano psíquico ou, se a sombra tiver vantagem na jogada de ataque, 17 (4d6 + 3) de dano psíquico.",10
VROCK,Corruptor,Grande,caótico e mau Classe de Armadura 15,104,11d10 + 44,15,12 m,17,+3,15,+2,18,+4,8,1,13,+1,8,1,"Testes de Resistência Des +5, Sab +4, Car +2 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 11 Idiomas Abissal, telepatia 36 m",6,2.300," Ataques Múltiplos. O vrock realiza dois ataques: um com seu bico e um com suas garras.  Bico. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 10 (2d6 + 3) de dano perfurante.  Garras. Ataque Corpo-a-Corpo com Arma: +6 para atingir, alcance 1,5 m, um alvo. Acerto: 14 (2d10 + 3) de dano cortante.",14
YOCHLOL,Corruptor,Médio,caótico e mau  Classe de Armadura 15,136,16d8 + 64,15,9 m,15,+2,14,+2,18,+4,13,+1,15,+2,15,+2," Testes de Resistência Des +6, Int +5, Sab +6, Car +6 Perícias Enganação +10, Intuição +6 Resistência a Dano elétrico, fogo, frio; concussão, cortante e perfurante de armas não-mágicas Imunidade a Dano veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 12 Idiomas Abissal, Élfico, Subcomum",10,5.900,,26
DEVORADOR DE INTELECTO,Aberração,Miúda,leal e mau  Classe de Armadura 12 Pontos de Vida 21,21,6d4 + 6,12,12 m,6,2,14,+2,13,+1,13,+1,11,+0,10,+0,"Perícias Furtividade +4, Percepção +2 Resistência a Dano concussão, cortante e perfurante de         armas não-mágicas Imunidade a Condição cego Sentidos percepção às cegas 18 m (cego além desse raio), Percepção passiva 12 Idiomas compreende o Dialeto Subterrâneo, mas não pode falar, telepatia 18 m",2,450," Ataques Múltiplos. O devorador de intelecto realiza um ataque com suas garras e usa Devorar Intelecto.  Garras. Ataque Corpo-a-Corpo com Arma: +4 para atingir, alcance 1,5 m, um alvo. Acerto: 7 (2d4 + 2) de dano cortante.",7
DEVORADOR DE MENTES,Aberração,Média,leal e mau Classe de Armadura 15,71,13d8 + 13,15,9 m,11,+0,12,+1,12,+1,19,+4,17,+3,17,+3,"Testes de Resistência Int +7, Sab +6, Car +6 Perícias Arcanismo +7, Enganação +6, Furtividade +4, Intuição +6, Percepção +6, Persuasão +6  Sentidos visão no escuro 36 m, Percepção passiva 16 Idiomas Dialeto Subterrâneo, Subcomum, telepatia 36 m",7,2.900," Tentáculos. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, uma criatura. Acerto: 15 (2d10 + 4) de dano psíquico. Se o alvo for Médio ou menor, ele está agarrado (CD 15 para escapar) e deve ser bem sucedido em um teste de resistência de Inteligência CD 15 ou ficará atordoado até esse agarrão acabar.  Extrair Cérebro. Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um humanoide incapacitado agarrado pelo devorador de mentes. Acerto: o alvo sofre 55 (10d10) de dano perfurante.",15
DEVORADOR DE MENTES  ARCANISTA,Aberração,Média,leal e mau Classe de Armadura 15,71,13d8 + 13,15,9 m,11,+0,12,+1,12,+1,19,+4,17,+3,17,+3,"Testes de Resistência Int +7, Sab +6, Car +6 Perícias Arcanismo +7, Enganação +6, Furtividade +4, Intuição +6, Percepção +6, Persuasão +6  Sentidos visão no escuro 36 m, Percepção passiva 16 Idiomas Dialeto Subterrâneo, Subcomum, telepatia 36 m",7,2.900," Tentáculos. Ataque Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, uma criatura. Acerto: 15 (2d10 + 4) de dano psíquico. Se o alvo for Médio ou menor, ele está agarrado (CD 15 para escapar) e deve ser bem sucedido em um teste de resistência de Inteligência CD 15 ou ficará atordoado até esse agarrão acabar.  Extrair Cérebro. Corpo-a-Corpo com Arma: +7 para atingir, alcance 1,5 m, um humanoide incapacitado agarrado pelo devorador de mentes. Acerto: o alvo sofre 55 (10d10) de dano perfurante.",15
DIABO BARBADO,Corruptor,Médio,leal e mau Classe de Armadura 13,52,8d8 + 16,13,9 m,16,+3,15,+2,15,+2,9,1,11,+0,11,+0,"Testes de Resistência For +5, Con +4, Sab +2 Resistência a Dano frio; concussão, cortante e perfurante de armas não-mágicas que não sejam de prata Imunidade a Dano fogo, veneno Imunidade a Condição envenenado Sentidos visão no escuro 36 m, Percepção passiva 10 Idiomas Infernal, telepatia 36 m",3,700,,9
